accessno,acqvalue,appnotes,appraisor,authorx,callno,caption,catby,catdate,classes,collection,conddate,condexam,condition,condnotes,controlno,copyno,creator,credit,curvalmax,curvalue,dataset,date,descrip,dispvalue,earlydate,edition,event,exhibitno,exhlabel1,exhlabel2,exhlabel3,exhlabel4,exhstart,flagdate,flagnotes,flagreason,gparent,homeloc,imageno,inscomp,insdate,insphone,inspremium,insrep,insvalue,invnby,invndate,isbn,issn,language,latdeg,latedate,lccn,legal,loancond,loandue,loaninno,loanno,locfield1,locfield2,locfield3,locfield4,locfield5,locfield6,longdeg,maintcycle,maintdate,maintnote,notes,objectid,objname,objname2,objname3,objnames,oldno,otherno,parent,people,physdesc,policyno,provenance,publisher,pubnotes,pubplace,recas,recdate,recfrom,relnotes,series,seriesx,site,siteno,sitesadded,spinelbl,status,statusby,statusdate,sterms,subjects,tempauthor,tempby,tempdate,temploc,tempnotes,tempreason,tempuntil,title,titlex,tlocfield1,tlocfield2,tlocfield3,tlocfield4,tlocfield5,tlocfield6,udf1,udf10,udf11,udf12,udf13,udf14,udf15,udf16,udf17,udf18,udf19,udf2,udf20,udf21,udf22,udf3,udf4,udf5,udf6,udf7,udf8,udf9,updated,updatedby,valuedate,webinclude,webrights,ppid
8610,0.00,,,,,,,,"Communication artifact
Documentary Artifact",Unknown,,,Good,,,0,,,0.00,0.00,,1969,"9.25""x6.25""x1.75"" Red, black, white and gray paper and cloth book. "" Minnesota Geographic names"" by Warren Upham Published by Minn. Historical Society. Has a book jacket",Good,1969,,,0,,,,,,,,,8: Communication Artifact,"Research RM, Book Case 4, Shelf 2",1,,,,,,0.00,,,,,,0,0,,,,,,0,,,,,,,0,,,"Object is marked and has a category card.
object inventoried 2003",,8610,Book,,,,,,Documentary Artifact,Unknown,,,,,,,Bequest,Unknown,Unknown,,,,RCHS,,,,OK,"Swanson, Edie",2020-01-23,"book
Minnesota
geographic
names","book
Minnesota
geographic
names",,,,,,,,Minnesota Geographic Names,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2020-01-23T15:19:16,Unknown,,false,,36ADC014-BFC7-4946-985C-678216333317
8611,0.00,,,,,,,,"Communication artifact
Documentary Aertifact",Ella Valborg Tweet,,,Good,,,0,,,0.00,0.00,,1969,"8.75""x5.75""x.375"" gray, red, black and white paper and cloth book marked ""Ella Balborg Tweet"" inside front - ""Centennial History of Polk County"" by T. M. McCall Printed by McGarry Printing Co.",Good,1969,,,0,,,,,,,,,8: Communication Artifact,"Research RM, Book Case 3, Shelf -3",1,,,,,,0.00,,,,,,0,0,,,,,,0,,,,,,,0,,,"Object is marked and has a category card.
object inventoried 2003",,8611,Book,,,,,,Documentary Artifact,"Tweet, Ella Valborg",,,,,,,Bequest,unknown,Ella Valborg Tweet,,,,RCHS,,,,OK,"Swanson, Edie",2020-01-13,"book 
hardcover
history
Polk
County
Minnesota","book 
hardcover
history
Polk
County
Minnesota",,,,,,,,Centennial History of Polk County,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2020-01-13T14:41:40,Unknown,,false,,BC1D6690-9922-4AE6-A2B5-351498137849
8612,0.00,,,,,,,,"Communication Artifact
Documentary Artifact",Unknown,,,Good,,,0,,,0.00,0.00,,1976,"8.75""x11.125""x1.75"" maroon, gold, black and white paper and cloth book marked with a tag on the front - ""Story of Mor Betty Johnson Heteen from Roseau County (1861) on page 29.289 She is one ot ten women honnored from the State of Minnesota""  -"" Mothers of Achievement in American History 1776-1976"" by  The american Mothers Committee, Inc Bicentennial Project 1974-1976 Published by charles E. Tuttle Co,",Good,1976,,,0,,,,,,,,,8: Communication Artifact,"Research RM, Book Case 1, Shelf-4",1,,,,,,0.00,,,,,,0,0,,,,,,0,,,,,,,0,,,"Object is marked and has a category card.
object inventoried 2003",,8612,Book,,,,,,Documentary Artifact,Unknown,,,,,,,Bequest,unknown,unknown,,,,RCHS,,,,OK,"Swanson, Edie",2019-11-26,"book 
American
history
mothers
Mor
Betty
Johnson
Hetteen ","book 
American
history
mothers
Mor
Betty
Johnson
Hetteen ",,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2019-12-18T11:12:32,Unknown,,false,,C110CD5F-2D62-4C7F-B589-787105309048
8613,0.00,,,,,,,,"Communication Artifact
Documentary Artifact",Unknown,,,Good,,,0,,,0.00,0.00,,1976,"7.75""x10.75""x1.5"" maroon, gold, black, white and red paper and leather book marked "" Kittson county Museum Lake Bronson, MN 56734"" inside front "" Our Northwest corner Histories of Kittson County, Minnesota"" Published by Taylor Publishing Co.",Good,1976,,,0,,,,,,,,,8: Communication Artifact,"Research RM, Book Case 3, Shelf -2",1,,,,,,0.00,,,,,,0,0,,,,,,0,,,,,,,0,,,"Object is marked and has a category card.
object inventoried 2003",,8613,Book,,,,,,Documentary Artifact,Unknown,,,,,,,Bequest,unknown,Unknown,,,,RCHS,,,,OK,"Swanson, Edie",2020-01-10,"book
hardcover
Kittson
County
Minnesota
historical","book
hardcover
Kittson
County
Minnesota
historical",,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2020-01-13T09:29:32,Unknown,,false,,458BBD7C-A859-4BD3-BFDB-847720271586
8614,0.00,,,,,,,,"Communication Artifact
Documentary Artifact",Unknown,,,Good,,,0,,,0.00,0.00,,1972,"10""x6.75""x2.5"" red, gold, black and white paper and cloth book "" A history of Yellow Medicine County, Minnesota 1872-1972"" by Carl and Amy Narvestad  Published by North Central Publishing Co.",Good,1972,,,0,,,,,,,,,8: Communication Artifact,"Research RM, Book Case 3, Shelf-3",1,,,,,,0.00,,,,,,0,0,,,,,,0,,,,,,,0,,,"Object is marked and has a category card.
object inventoried 2003",,8614,Book,,,,,,Documentary Artifact,Unknown,,,,,,,Bequest,unknown,Unknown,,,,RCHS,,,,OK,"Swanson, Edie",2020-01-14,"book
history
Yellow 
Medicine
County
Minnesota","book
history
Yellow 
Medicine
County
Minnesota",,,,,,,,"A History of Yellow Medicine County, Minnesota
1872-1971",,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2020-01-14T11:22:15,Unknown,,false,,8B29E3D5-6BE3-43F8-BD6D-411514936730
8615,0.00,,,,,,,,"Communication Arrtifact
Documentary Artifact",Unknown,,,Good,,,0,,,0.00,0.00,,1982,"7.875""x10.875""x1.625"" brown, gold, black and white paper and leather book "" A History of Fillmore County, Minnesota"" Published by Taylor Publications.",Good,1982,,,0,,,,,,,,,8: Communication Artifact,"Research RM, Book Case 3, Shelf-2",1,,,,,,0.00,,,,,,0,0,,,,,,0,,,,,,,0,,,"Object is marked and has a category card.
object inventoried 2003",,8615,Book,,,,,,Documentary Artifact,Unknown,,,,,,,Bequest,unknown,Unknown,,,,RCHS,,,,OK,"Swanson, Edie",2020-01-10,"book
hardcover
Fillmore
County
Minnesota
historical","book
hardcover
Fillmore
County
Minnesota
historical",,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2020-01-10T16:11:39,Unknown,,false,,BFA573D7-61C3-4C7E-9F97-004409808332
8824,0.00,,,,,,,1974-01-25,"Communication Artifact
Documentary Artifact",Mike Holm,,,Good,,,0,J. Fletcher Williams,,0.00,0.00,,1876,"9.875""x6"" pink, green, black, white and gold paper and ink book - History of Saint Paul and Ramsey County 1876 By williams Published by the Society 1876. Old # 46-10MH -219",Good,1876,,,0,,,,,,,,,8: Communication Artifact,"Research RM, Book Case 3, Shelf -3",1,,,,,,0.00,,,,,,0,0,,,,,,0,,,,,,,0,,1974-01-25,"Object is marked and has a category card.
object inventoried 2003",,8824,Book,,,,,,Documentary Artifact,"Holm, Mike",,,,,,,Bequest,01251974,Mike Holm,,,,RCHS,,,,OK,"Swanson, Edie",2020-01-13,"book
history
St. Paul
Ramsey
County","book
history
St. Paul
Ramsey
County",,,,,,,,A History of the City of St. Paul and of the County of Ramsey,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2020-01-13T15:37:21,Unknown,,false,,764B2748-9A1C-47DC-A144-591072551626
8856,0.00,,,,,,,1987-04-15,,Erwin and Della Snustad,,,Good,,,0,,,0.00,0.00,,1900,"7.25""x5.25""x1.0"" brown, orange and black yellowed paper leather and cardboard marked "" Mr. H.N. Nubson Kensett Ia from Orin"" - inside front cover ""soldiers three"" by Rudyard Kipling Publisher- Hurst & Company, New Tork. - Belonged to Della's first husbands (Donald Mattson) family- His mother was a Nubson from Greenbush, father was S.A. Mattson.",Good,1900,,,0,,,,,,,,,8: Communication Artifact,bkrm sh 2A,0,,,,,,0.00,,,,,,0,0,,,,,,0,,,,,,,0,,1987-04-15,"Object is marked and has a category card.
object inventoried 2003",,8856,Book,,,,,,Documentary Artifact,,,,,,,,Donation,04051987,Erwin and Della Snustad,,,,RCHS,,,,OK,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2011-11-02T12:40:53,Unknown,,false,,189FAD54-3EF7-492A-829D-169188750712
8914,0.00,,,,,,,1987-12-31,,Emma Erickson,,,Good,,,0,,,0.00,0.00,,1974,"10.875""x8.5 Red, white, black, gray and brown paper and stapled book marked "" Roseau County Farm Bureau Roseau, Minnesota""   "" Minnesota-Iowas Tornadoes of Sunday April 30, 1967"" 
Published by Quad County Rotary Press, Inc.",Good,1974,,,0,,,,,,,,,8: Communication Artifact,research Lib,0,,,,,,0.00,,,,,,0,0,,,,,,0,,,,,,,0,,1987-12-31,"Object is marked and has a category card.
object inventoried 2003",,8914,Book,,,,,,Documentary Artifact,,,,,,,,Donation,07161986,"Erickson, Albin & Emma (Mostol)",,,,RCHS,,,,OK,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2011-11-07T16:45:08,Unknown,,false,,67A58374-2683-419A-BA2A-553354555285
8916,0.00,,,,,,,,,Unknown,,,Good,,,0,,,0.00,0.00,,1892,"5""x7.5""x1.25"" Brown, black, gold, and yellowed paper cardboardand leather book marked "" Private Library of Miss Zelpha Van De Vender"" ---- ""Four Destinies"" By Theophile Gautier  Hurst & Company Publishers",Good,1892,,,0,,,,,,,,,8: Communication Artifact,Bkrm sh 2A,0,,,,,,0.00,,,,,,0,0,,,,,,0,,,,,,,0,,,item was inventoried in 2002,"5""x7.5""x1.25""",8916,Book,,,,,,Documentary Artifact,,,,,,,,,,Unknown,,,,RCHS,,,,OK,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2011-11-07T16:45:27,Unknown,,false,,B643F8AD-DF5E-452A-AD71-571213744096
8939,0.00,,,,,,,,"Communication Artifact
Documentary Artifact",Unknown,2016-12-28,"Swanson, Edie",Fair,,,0,,,0.00,0.00,,1962,"5.875""X8.25""x.375"" gold white, red, blue, black, gray and green paper book marked ""3307 9scratched out) 46-10R-398"" & some Norwegian in pen writing  
""Var Krike i nord Arbok for Halogaland 1962"" 
Old # 46-10R-398",Fair,1962,,,0,,,,,,,,,8: Communication Artifact,"Archive RM, SH 23A, Box   1",1,,,,,,0.00,,,,,,0,0,,,,,,0,,,,,,,0,,2016-12-28,item was inventoried in 2002,"5.875""X8.25""x.375"" ",8939,Book,,,,,,Documentary Artifact,Unknown,,,,Bispedommeradene,,"Halogaland, Sweden",,unknown,Unknown,,,,RCHS,,,,OK,"Swanson, Edie",2016-12-28,"book
Swedish
Halogaland","book
Swedish
Halogaland",,,,,,,,Var Kirke I Nord,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2017-01-13T10:31:43,,,false,,A51688EC-D106-47FF-8F2E-100098501114
9053,0.00,,,,,,,,,Shawn Singer,,,Fair,,,0,,,0.00,0.00,,1941,"5.25""x8""x1"" black and white paper cardboard and cloth book marked withe water stains and black spots ' Chirstina Truth and Religious Delusions"" By Casper B. Nervig Augsburg Publishing House - Rev. casper B. Nervig served as pastor of Messiah Lutheran Church of Roseau from 1931-1944.",Fair,1941,,,0,,,,,,,,,8: Communication Artifact,bkrm sh 1A,0,,,,,,0.00,,,,,,0,0,,,,,,0,,,,,,,0,,,item was inventoried on 2002,"5.25""x8""x1""",9053,Book,,,,,,Documentary Artifact,,,,,,,,,01011980,Shawn Singer,,,,RCHS,,,,OK,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2011-11-10T15:54:14,Unknown,,false,,418CFEC7-E25C-4661-BAD3-485048382343
9223,0.00,,,,,,,1988-01-01,"Communication Artifact
Documentary Artifact",RCHS,,,Good,,,0,John l. Madden,,0.00,0.00,,1958,"9.25""x12.25""x2.375"" green, gold and black paper , cardboard and cloth book marked "" Jack Delmore MD Property of John L.Delmore Jr MD Dec '58 $ 30.00 '58 '68 '72"" "" Atlas of Techics in Surgery"" by John L. Madden M.D. F.A.C.S. Published by appleton-Century- Crofts, Inc. of New York  Belonged to Dr. Jack Delmore",Good,1958,,,0,,,,,,,,,8: Communication Artifact,"Research Rm, Book Case 5, Shelf -2",1,,,,,,0.00,,,,,,0,0,,,,,,0,,,,,,,0,,1988-01-01,item was inventoried in 2002,"9.25""x12.25""x2.375""",9223,book,,,,,,Documentary Artifact,Roseau County Historical Society,,,,,,,,01/01/1988,RCHS,,,,RCHS,,,,OK,"Swanson, Edie",2020-01-28,"book
medical
surgery
Delmore's","book
medical
surgery
Delmore's",,,,,,,,Atlas of Technics in Surgery,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2023-01-31T11:45:25,Unknown,,false,,E0680B20-999C-4DB9-8917-661299201386
9490,0.00,,,,,,,1989-10-27,,Annette Hermanson,,,Poor,,,0,,,0.00,0.00,,1904,"6.625""x5.25"" gray, white and black paper book marked "" From Bertha S. Martin to Alvina Sept 1, 1914 "" Under the Plantain Leaf"" by Clara J. Denton Published by A. Flanagan Company, Chicago Annette bought it at a rummage sale at Alvina's North Star apartment following her death.",Good,1904,,,0,,,,,,,,,8: Communication Artifact,bkrm sh 1A,0,,,,,,0.00,,,,,,0,0,,,,,,0,,,,,,,0,,1945-01-01,item was inventoried in 2002,"6.625""x5.25"" ",9490,Book,,,,,,Documentary Artifact,,,,,,,,,10271989,Annette Hermanson,,,,RCHS,,,,OK,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2011-12-28T11:06:03,Unknown,,false,,4BDD31AC-3316-4747-B460-975939315281
9491,0.00,,,,,,,1989-10-27,,Annette Hermanson,,,Poor,,,0,,,0.00,0.00,,1904,"5.5""x7.375"" green, black and white paper book marked "" Miss Alvina Moe Winner, Minn Sept 22= 1915 KP55"" "" Gulick Hygiene Series good Health"" by Frances Gulick Jewett Published by Ginn and company .Annette bought it at a rummage sale at Alvina's North Star apartment following her death.",Good,1904,,,0,,,,,,,,,8: Communication Artifact,bkrm sh 1A,0,,,,,,0.00,,,,,,0,0,,,,,,0,,,,,,,0,,1945-01-01,item was inventoried in 2002,"5.5""x7.375"" ",9491,Book,,,,,,Documentary Artifact,,,,,,,,,10271989,Annette Hermanson,,,,RCHS,,,,OK,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2011-12-28T11:06:50,Unknown,,false,,99C9DDC6-16D5-4477-8225-661684031507
9494,0.00,,,,,,,1989-11-10,,Milt Sather,,,Fair,,,0,,,0.00,0.00,,1927,"5.25""x7.5"" gray, black, gold and white paper bool marked "" Bennie Bengston Sept 25' 27""  "" Radio simplified"" What it is How to Build and Operate the Apparatus"" by Kendall & Koehler Published by the John C. Winston Company.- book belonged to Bennie Bengston who lived at kennedy, Mn and wrote a column in "" The Farmer.""",Good,1927,,,0,,,,,,,,,8: Communication Artifact,bkrm bookcase 4 sh 6,0,,,,,,0.00,,,,,,0,0,,,,,,0,,,,,,,0,,1989-10-27,item was inventoried in 2002,"5.25""x7.5""",9494,Book,,,,,,Documentary Artifact,,,,,,,,,11101989,Milt Sather,,,,RCHS,,,,OK,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2011-12-28T11:07:44,Unknown,,false,,2F2AD6EE-F27C-4181-9F34-147740234629
9495,0.00,,,,,,,1989-11-10,,Milt Sather,,,Fair,,,0,,,0.00,0.00,,1929,"5.25""x7.5"" green, black and white paper book marked "" Bennie Benston Nov 2, 1929 "" Radio - Up to the Minute"" by Arthur R. Nilson Published by Edward J. Clode, Inc. of New Yorkbook belonged to Bennie Bengston who lived at kennedy, Mn and wrote a column in "" The Farmer.""",Good,1929,,,0,,,,,,,,,8: Communication Artifact,bkrm bookcase 4 sh 6,0,,,,,,0.00,,,,,,0,0,,,,,,0,,,,,,,0,,1989-10-27,item was inventoried in 2002,"5.25""x7.5"" ",9495,Book,,,,,,Documentary Artifact,,,,,,,,,11101989,Milt Sather,,,,RCHS,,,,OK,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2011-12-28T11:08:12,Unknown,,false,,65B371D4-689B-4731-AA48-471272883159
9498,0.00,,,,,,,1989-11-10,"Communication Artifact
Documentary Artifact",Robert Thacker,2016-12-28,"Swanson, Edie",Fair,,,0,,,0.00,0.00,,1951,"8.3125""5..3125"" yellow and black paper book marked "" 98"" on cover ' The life and Tragic Death of Jessee James the Western Desperado"" Written by ___?__( one who dare not disclose his identity.",Good,1951,,,0,,,,,,,,,8: Communication Artifact,"Archive RM, SH 9A, Box Q",1,,,,,,0.00,"O'Leary, Gina",2018-03-29,,,,0,0,,,,,,0,,,,,,,0,,1989-10-27,item was inventoried in 2002,"8.3125""5..3125"" ",9498,Book,,,,,,Documentary Artifact,"Thacker, Robert & Vivian",,,,W.F. Kelleher,,New Jersey,,9498,Robert Thacker,,,,RCHS,,,,OK,"Swanson, Edie",2016-12-28,"book
Jesse James","book
Jesse James",,,,,,,,The Life & Tragic Death of Jesse James,The Western Desperado,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2018-03-29T14:54:02,Unknown,,false,,7E12A6BA-A1CA-431F-BDD8-274668411391
9520,0.00,,,,,,,1989-06-13,"Communication Artifact 
Documentary Artifact 

",Bonnie R. Mattson ( Mrs Leroy),,,Fair,,,0,,,0.00,0.00,,1914,"6.125""x4.75"" black, gold and white paper and leather book marked "" John B. Johnson Roseau Minn. Dec 13, 1918- inside 1st page "" hawkins elcetrical Guide no !"" By Hawkins & stuff Published by Theo. Audel & co.  A piece of stiff paper is in the back of the booke with illustrations on one side and a written text on the other telling about ""Sepaately Excited Dynamoes.""   John Johnson was Leroy's Great- Uncle- he was a surveyor.",Good,1914,,,0,,,,,,,,,8: Communication Artifact,"Archive RM, SH 16A Box Electrical Guide Book",1,,,,,,0.00,"O'Leary, Gina",2018-02-01,,,,0,0,,,,,,0,,,,,,,0,,1989-10-27,item was inventoried in 2002,"6.125""x4.75"" ",9520.1,Book,,,,,,Documentary Artifact,"Mattson, LeRoy & Bonnie (Simpson)",,,,,,,,06131989,"Mattson, Leroy & Bonnie",,,,RCHS,,,,OK,Mariah,2016-12-29,"Book 
Guide 
Electrical ","Book 
Guide 
Electrical",,,,,,,,Hawkin's Electrical Guide No. 1,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2020-01-31T11:22:01,Unknown,,false,,C55669FE-BE96-43A3-B3AC-988306628163
9520,0.00,,,,,,,1989-06-13,"Communication Artifact 
Documentary Artifact ",Bonnie R. Mattson ( Mrs Leroy),,,Fair,,,0,,,0.00,0.00,,1914,"6.125""x4.75"" black, gold and white paper and leather book marked "" John B. Johnson Roseau Minn. Dec 13, 1918- inside 1st page "" hawkins elcetrical Guide no 2 "" By Hawkins & staff Published by Theo. Audel & co.  A newspaper clipping is inside the book- ""Refrigerator Car Boy Returns Hoome after Bitter Experience"" the article is from  about the period of 1935.   John Johnson was Leroy's Great- Uncle- he was a surveyor.",Good,1914,,,0,,,,,,,,,8: Communication Artifact,"Archive RM, SH 16A",1,,,,,,0.00,,,,,,0,0,,,,,,0,,,,,,,0,,1989-10-27,item was inventoried in 2002,"6.125""x4.75""",9520.2,Book,,,,,,Documentary Artifact,"Mattson, LeRoy & Bonnie (Simpson)",,,,,,,,06131989,"Mattson, Leroy & Bonnie",,,,RCHS,,,,OK,Mariah,2016-12-29,"Book
Guide 
Electrical ","Book
Guide 
Electrical ",,,,,,,,Hawkin's Electrical Guide No. 2,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2020-01-31T11:22:07,Unknown,,false,,56656F3A-5789-4025-8709-344086281165
9520,0.00,,,,,,,1989-06-13,"Communication Artifact 
Documentary Artifact ",Bonnie R. Mattson ( Mrs Leroy),,,Fair,,,0,,,0.00,0.00,,1914,"6.125""x4.75"" black, gold and white paper and leather book marked "" John B. Johnson Roseau Minn. Dec 13, 1918- inside 1st page "" Hawkins Electrical Guide no 3 "" By Hawkins & staff Published by Theo. Audel & co.     John Johnson was Leroy's Great- Uncle- he was a surveyor.",Good,1914,,,0,,,,,,,,,8: Communication Artifact,"Archive RM, SH 16A",1,,,,,,0.00,,,,,,0,0,,,,,,0,,,,,,,0,,1989-10-27,item was inventoried in 2002,"6.125""x4.75""",9520.3,Book,,,,,,Documentary Artifact,"Mattson, LeRoy & Bonnie (Simpson)",,,,,,,,06131989,"Mattson, Leroy & Bonnie",,,,RCHS,,,,OK,Mariah,2016-12-29,"Book
Guide 
Electrical ","Book
Guide 
Electrical ",,,,,,,,Hawkin's Electrical Guide No. 3,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2020-01-31T11:22:12,Unknown,,false,,E224FA54-2010-4E27-B7A2-036706343131
9520,0.00,,,,,,,1989-06-13,"Communication Artifact 
Documentary Artifact ",Bonnie R. Mattson ( Mrs Leroy),,,Fair,,,0,,,0.00,0.00,,1914,"6.125""x4.75"" black, gold and white paper and leather book marked "" John B. Johnson Roseau Minn. Dec 14, 1918"" Hawkins Electrical Guide no 4 "" By Hawkins & staff Published by Theo. Audel & co.     John Johnson was Leroy's Great- Uncle- he was a surveyor.",Good,1914,,,0,,,,,,,,,8: Communication Artifact,"Archive RM, Sh 16A",1,,,,,,0.00,,,,,,0,0,,,,,,0,,,,,,,0,,1989-10-27,item was inventoried in 2002,"6.125""x4.75""",9520.4,Book,,,,,,Documentary Artifact,"Mattson, LeRoy & Bonnie (Simpson)",,,,,,,,06131989,"Mattson, Leroy & Bonnie",,,,RCHS,,,,OK,Mariah,2016-12-29,"Book
Guide 
Electrical ","Book
Guide 
Electrical ",,,,,,,,Hawkin's Electrical Guide No. 4,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2020-01-31T11:22:18,Unknown,,false,,7D6D3B80-BFBF-4A22-82F4-184343294740
9520,0.00,,,,,,,1989-06-13,"Communication Artifact 
Documentary Artifact ",Bonnie R. Mattson ( Mrs Leroy),,,Fair,,,0,,,0.00,0.00,,1914,"6.125""x4.75"" black, gold and white paper and leather book marked "" John B. Johnson Roseau Minn. Dec 14, 1918"" Hawkins Electrical Guide no 5 "" By Hawkins & staff Published by Theo. Audel & co.     John Johnson was Leroy's Great- Uncle- he was a surveyor.",Good,1914,,,0,,,,,,,,,8: Communication Artifact,"Archive RM, SH 16A",1,,,,,,0.00,,,,,,0,0,,,,,,0,,,,,,,0,,1989-10-27,item was inventoried in 2002,"6.125""x4.75""",9520.5,Book,,,,,,Documentary Artifact,"Mattson, LeRoy & Bonnie (Simpson)",,,,,,,,06131989,"Mattson, Leroy & Bonnie",,,,RCHS,,,,OK,Mariah,2016-12-29,"Book
Guide 
Electrical ","Book
Guide 
Electrical ",,,,,,,,Hawkin's Electrical Guide No. 5,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2020-01-31T11:22:26,Unknown,,false,,F5FEF8CD-78B2-44B6-91A9-889975140700
9520,0.00,,,,,,,1989-06-13,"Communication Artifact 
Documentary Artifact ",Bonnie R. Mattson ( Mrs Leroy),,,Fair,,,0,,,0.00,0.00,,1914,"6.125""x4.75"" black, gold and white paper and leather book marked "" John B. Johnson Roseau Minn. Dec 14, 1918"" Hawkins Electrical Guide no 6 "" By Hawkins & staff Published by Theo. Audel & co.     John Johnson was Leroy's Great- Uncle- he was a surveyor.",Good,1914,,,0,,,,,,,,,8: Communication Artifact,"Archive RM, SH 16A",1,,,,,,0.00,,,,,,0,0,,,,,,0,,,,,,,0,,1989-10-27,item was inventoried in 2002,"6.125""x4.75""",9520.6,Book,,,,,,Documentary Artifact,"Mattson, LeRoy & Bonnie (Simpson)",,,,,,,,06131989,"Mattson, Leroy & Bonnie",,,,RCHS,,,,OK,Mariah,2016-12-29,"Book
Guide 
Electrical ","Book
Guide 
Electrical ",,,,,,,,Hawkin's Electrical Guide No.6,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2020-01-31T11:22:35,Unknown,,false,,8883D690-A822-4FC1-9FE7-324699436990
9520,0.00,,,,,,,1989-06-13,"Communication Artifact 
Documentary Artifact ",Bonnie R. Mattson ( Mrs Leroy),,,Fair,,,0,,,0.00,0.00,,1914,"6.125""x4.75"" black, gold and white paper and leather book Hawkins Electrical Guide no 9 "" By Hawkins & staff Published by Theo. Audel & co.     John Johnson was Leroy's Great- Uncle- he was a surveyor.",Good,1914,,,0,,,,,,,,,8: Communication Artifact,"Archive RM, Sh 16A",1,,,,,,0.00,,,,,,0,0,,,,,,0,,,,,,,0,,1989-10-27,item was inventoried in 2002,"6.125""x4.75""",9520.7,Book,,,,,,Documentary Artifact,"Mattson, LeRoy & Bonnie (Simpson)",,,,,,,,06131989,"Mattson, Leroy & Bonnie",,,,RCHS,,,,OK,Mariah,2016-12-29,"Book
Guide 
Electrical ","Book
Guide 
Electrical ",,,,,,,,Hawkin's Electrical Guide No. 7,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2020-01-31T11:22:40,Unknown,,false,,B3FD399C-5D8B-4D74-B4BC-436327319247
